id,type,initial_frame,detection_duration,lenght
2103,train,40206,8,565.2082214355469
2104,car,40213,68,134.48126220703125
2105,motorcycle,40234,13,74.20159912109375
2106,truck,40252,47,401.21820068359375
2107,car,40285,15,132.72607421875
2108,truck,40314,19,159.15399169921875
2109,truck,40338,1,377.2245178222656
2110,train,40375,1,290.58544921875
2111,car,40387,33,120.9847412109375
2112,motorcycle,40389,3,57.8345947265625
2113,train,40413,24,248.27227783203125
2114,car,40413,1,52.689453125
2115,car,40463,55,156.9129638671875
2116,car,40474,56,197.45391845703125
2117,car,40476,7,96.6622314453125
2118,car,40494,61,152.31671142578125
2119,car,40531,41,165.65325927734375
2120,car,40533,57,130.9776611328125
2121,truck,40598,30,401.0244445800781
2122,car,40622,58,189.1832275390625
2123,motorcycle,40627,1,56.01153564453125
2124,motorcycle,40691,7,69.92132568359375
2125,car,40696,56,166.63360595703125
2126,car,40698,65,134.276611328125
2127,car,40714,29,110.04833984375
2128,truck,40727,35,194.5592041015625
2129,car,40729,51,150.97413635253906
2130,truck,40757,34,400.82965087890625
2131,truck,40792,22,207.86341857910156
2132,car,40813,60,195.73553466796875
2133,car,40819,34,136.7176513671875
2134,car,40841,31,132.7965087890625
2135,train,40853,19,398.9202880859375
2136,train,40890,14,626.6614074707031
2137,truck,40932,18,194.982666015625
2138,train,40954,4,238.0635986328125
2139,car,40959,21,118.8720703125
2140,car,40986,28,167.47364807128906
2141,car,40990,55,132.21136474609375
2142,truck,40993,1,205.2911376953125
2143,car,41019,1,167.18626403808594
2144,car,41031,1,156.4188232421875
2145,car,41041,21,131.965576171875
2146,car,41049,6,125.47802734375
2147,truck,41055,30,323.6628112792969
2148,truck,41060,2,322.906005859375
2149,car,41082,23,135.247314453125
2150,car,41113,1,114.5294189453125
2151,car,41123,2,109.71875
2152,truck,41131,41,317.5115051269531
2153,car,41142,2,127.3876953125
2154,car,41145,52,120.50128173828125
2155,car,41150,9,116.31689453125
2156,car,41167,53,119.25921630859375
2157,car,41173,50,191.12525939941406
2158,truck,41187,30,214.90570068359375
2159,truck,41204,40,404.13397216796875
2160,car,41235,30,132.34271240234375
2161,car,41241,46,136.9825439453125
2162,motorcycle,41255,1,61.563720703125
2163,motorcycle,41274,17,72.906982421875
2164,car,41278,56,153.3984375
2165,car,41282,18,149.224609375
2166,car,41324,52,164.61431884765625
2167,motorcycle,41395,1,50.917724609375
2168,car,41398,38,154.99639892578125
2169,car,41403,55,116.9276123046875
2170,car,41424,51,147.86517333984375
2171,car,41435,25,119.3612060546875
2172,truck,41474,35,220.11326599121094
2173,car,41489,32,159.56443786621094
2174,train,41509,14,411.99560546875
2175,truck,41551,39,374.29071044921875
2176,train,41575,10,404.44683837890625
2177,truck,41604,7,597.0224609375
2178,car,41636,47,133.033935546875
2179,car,41648,51,118.9310302734375
2180,car,41678,39,117.77801513671875
2181,train,41714,23,446.0470886230469
2182,truck,41767,4,213.59698486328125
2183,truck,41795,5,158.17041015625
2184,truck,41806,29,333.8878173828125
2185,car,41823,1,77.22900390625
2186,car,41837,19,153.392578125
2187,truck,41837,1,179.70594787597656
2188,truck,41849,8,165.387451171875
2189,car,41870,21,130.1300048828125
2190,truck,41878,2,135.206298828125
2191,motorcycle,41887,2,63.41815185546875
2192,car,41898,31,129.0198974609375
2193,car,41907,17,200.32582092285156
2194,truck,41931,27,130.8548583984375
2195,car,41937,43,154.2978515625
2196,car,41984,45,135.4547119140625
2197,car,42010,14,129.1341552734375
2198,truck,42035,8,163.39312744140625
2199,truck,42075,4,107.976318359375
2200,car,42082,44,193.51806640625
2201,truck,42101,10,137.064208984375
2202,car,42113,12,137.9227294921875
2203,car,42138,36,127.16998291015625
2204,car,42142,5,103.864501953125
2205,car,42146,40,154.8936767578125
2206,truck,42177,24,429.0727844238281
2207,truck,42186,24,300.08013916015625
2208,car,42245,25,135.0418701171875
2209,bus,42280,30,270.21669006347656
2210,motorcycle,42295,4,64.70306396484375
2211,car,42302,22,130.73565673828125
2212,train,42311,13,437.2217712402344
2213,car,42333,43,146.00732421875
2214,car,42404,1,56.70965576171875
2215,car,42419,29,162.01515197753906
2216,train,42422,13,507.3256530761719
2217,motorcycle,42443,2,61.40936279296875
2218,car,42561,7,63.974609375
2219,car,42579,23,158.61326599121094
2220,car,42607,9,118.41607666015625
2221,car,42617,42,166.64414978027344
2222,car,42632,42,131.1387939453125
2223,car,42638,32,110.85333251953125
2224,car,42681,48,137.6771240234375
2225,car,42694,41,156.7255859375
2226,car,42745,30,139.126953125
2227,car,42780,54,144.298828125
2228,car,42812,25,133.3094482421875
2229,car,42825,52,156.7998046875
2230,car,42845,13,93.0826416015625
2231,bus,42857,14,156.673095703125
2232,motorcycle,42871,8,85.00177001953125
2233,car,42889,7,111.95654296875
2234,car,42896,41,143.45062255859375
2235,motorcycle,42907,10,73.81640625
2236,car,42929,55,114.108154296875
2237,car,42950,52,140.8525390625
2238,truck,42963,23,254.41748046875
2239,car,42977,57,132.2708740234375
2240,car,43012,44,155.351806640625
2241,truck,43029,23,322.9920349121094
2242,car,43044,51,115.23046875
2243,motorcycle,43056,43,60.7501220703125
2244,car,43102,63,117.61492919921875
2245,car,43118,50,140.4705810546875
2246,truck,43129,58,180.03965759277344
2247,car,43137,51,192.16514587402344
2248,car,43167,59,131.6611328125
2249,truck,43182,21,187.11802673339844
2250,train,43198,36,399.95526123046875
2251,truck,43227,4,104.5224609375
2252,car,43241,39,146.5302734375
2253,car,43247,28,111.64630126953125
2254,car,43287,67,130.9571533203125
2255,car,43297,15,49.995361328125
2256,train,43320,43,419.9988098144531
2257,truck,43358,28,312.7373962402344
2258,car,43376,21,124.5291748046875
2259,truck,43386,33,170.0208740234375
2260,train,43426,2,176.34117126464844
2261,car,43473,15,129.27960205078125
2262,train,43492,47,403.48553466796875
2263,train,43507,2,523.830322265625
2264,car,43537,20,116.31207275390625
2265,car,43621,42,162.85191345214844
2266,truck,43638,23,226.61981201171875
2267,car,43651,34,112.0401611328125
2268,truck,43686,10,163.440185546875
2269,truck,43714,30,370.4157409667969
2270,car,43742,53,158.3624267578125
2271,car,43763,48,148.902587890625
2272,truck,43789,6,157.3896484375
2273,car,43795,2,120.0712890625
2274,truck,43825,2,106.4404296875
2275,truck,43834,28,188.12152099609375
2276,car,43836,52,172.1529541015625
2277,car,43856,39,135.57513427734375
2278,bus,43862,9,310.0325012207031
2279,truck,43885,32,398.4879150390625
2280,train,43940,34,407.2330627441406
2281,car,43945,55,135.8973388671875
2282,car,43970,49,180.67433166503906
2283,car,43972,1,135.04296875
2284,car,43980,35,128.099853515625
2285,car,43992,16,111.376220703125
2286,car,44017,49,166.42079162597656
2287,motorcycle,44040,1,71.98699951171875
2288,bus,44040,44,156.1290283203125
2289,motorcycle,44063,1,46.99072265625
2290,car,44065,49,119.1375732421875
2291,car,44092,44,162.89984130859375
2292,train,44096,8,427.1439208984375
2293,truck,44130,6,382.95556640625
2294,train,44172,17,401.3990478515625
2295,car,44243,4,177.88575744628906
2296,truck,44259,48,332.8031005859375
2297,car,44279,1,101.462890625
2298,car,44280,42,171.05303955078125
2299,truck,44307,17,165.64007568359375
2300,car,44337,39,153.357177734375
2301,car,44345,1,92.53271484375
2302,car,44360,3,77.69189453125
2303,car,44365,48,142.2496337890625
2304,car,44375,33,136.235595703125
2305,car,44425,49,151.19989013671875
2306,train,44427,20,448.6278076171875
2307,car,44459,7,90.1595458984375
2308,car,44482,46,151.80084228515625
2309,train,44498,11,174.02427673339844
2310,car,44522,9,123.58349609375
2311,train,44544,16,411.3831787109375
2312,train,44580,13,571.192138671875
2313,car,44619,44,138.09423828125
2314,car,44627,34,131.79541015625
2315,car,44643,50,134.3544921875
2316,car,44682,14,131.431640625
2317,truck,44689,11,318.171875
2318,car,44718,44,169.73492431640625
2319,truck,44739,2,86.43798828125
2320,car,44750,16,132.38812255859375
2321,car,44759,56,116.8602294921875
2322,car,44769,45,158.60569763183594
2323,bus,44809,28,345.45306396484375
2324,train,44821,1,329.55694580078125
2325,car,44853,50,130.623779296875
2326,car,44870,50,169.60780334472656
2327,car,44886,36,145.5135498046875
2328,train,44906,1,233.27545166015625
2329,car,44915,54,137.48095703125
2330,truck,44939,1,160.468505859375
2331,truck,44945,7,160.5302734375
2332,motorcycle,44954,1,57.68414306640625
2333,car,44972,54,150.83642578125
2334,car,44982,1,93.49609375
2335,car,45002,50,157.99237060546875
2336,car,45015,54,137.635498046875
2337,truck,45050,46,401.8750305175781
2338,truck,45075,30,156.25775146484375
2339,car,45114,47,180.98545837402344
2340,car,45121,57,143.44091796875
2341,motorcycle,45147,2,65.730712890625
2342,car,45150,60,132.3538818359375
2343,car,45165,49,180.25306701660156
2344,car,45182,57,144.1527099609375
2345,truck,45199,22,124.0538330078125
2346,car,45221,61,134.175048828125
2347,car,45224,54,169.343505859375
2348,truck,45250,11,85.246337890625
2349,truck,45254,28,314.73191833496094
2350,car,45255,1,55.83050537109375
2351,train,45283,48,398.40728759765625
2352,truck,45295,1,114.3555908203125
2353,truck,45299,1,343.918212890625
2354,train,45317,1,152.1236572265625
2355,car,45323,40,122.4222412109375
2356,truck,45327,7,250.510986328125
2357,train,45333,1,130.971923828125
2358,motorcycle,45342,2,61.40020751953125
2359,train,45342,8,431.73486328125
2360,car,45355,52,178.83575439453125
2361,car,45362,41,114.4365234375
2362,car,45380,57,140.16961669921875
2363,truck,45414,65,294.62913513183594
2364,truck,45440,46,439.5085754394531
2365,car,45451,2,204.3629150390625
2366,car,45469,71,64.9034423828125
2367,car,45472,49,157.48146057128906
2368,car,45490,52,128.6422119140625
2369,car,45501,45,131.2646484375
2370,car,45511,62,158.41748046875
2371,car,45525,53,116.64697265625
2372,car,45531,46,128.27734375
2373,truck,45558,8,399.2975769042969
2374,car,45596,61,147.1568603515625
2375,car,45603,46,61.3614501953125
2376,bus,45612,46,405.62725830078125
2377,car,45685,70,117.4990234375
2378,car,45696,61,137.008056640625
2379,train,45721,35,411.18499755859375
2380,bus,45741,43,119.8310546875
2381,car,45766,21,128.29608154296875
2382,bus,45773,44,409.8271484375
2383,train,45832,1,305.017822265625
2384,truck,45832,18,130.03857421875
2385,truck,45846,65,178.8143310546875
2386,car,45864,73,124.8472900390625
2387,car,45881,57,152.3262939453125
2388,car,45889,69,137.368408203125
2389,car,45922,79,119.909912109375
2390,car,45931,54,176.58375549316406
2391,truck,45945,49,150.96844482421875
2392,train,45978,1,188.84361267089844
2393,car,45987,57,151.79364013671875
2394,car,45998,39,118.69140625
2395,train,45998,1,162.8995361328125
2396,truck,46010,1,140.233154296875
2397,truck,46018,6,197.67572021484375
2398,car,46041,10,162.2861328125
2399,car,46043,81,134.3211669921875
2400,car,46052,45,153.14459228515625
2401,truck,46111,11,257.08216857910156
2402,car,46126,47,181.29518127441406
2403,motorcycle,46135,6,60.6060791015625
2404,truck,46156,2,189.5281982421875
2405,car,46165,57,150.8187255859375
2406,car,46177,51,135.44720458984375
2407,train,46220,17,413.40618896484375
2408,car,46253,3,75.3486328125
2409,motorcycle,46263,5,57.97882080078125
2410,car,46264,19,60.2158203125
2411,car,46272,40,134.61553955078125
2412,motorcycle,46273,5,60.43310546875
2413,truck,46275,11,187.69677734375
2414,car,46292,27,147.504150390625
2415,bus,46303,51,407.0133056640625
2416,truck,46339,44,181.38658142089844
2417,motorcycle,46368,15,134.127685546875
2418,car,46368,36,176.1673583984375
2419,car,46370,2,64.6455078125
2420,car,46377,64,85.2801513671875
2421,car,46387,26,128.19921875
2422,truck,46424,23,176.81591796875
2423,bus,46465,30,169.2183837890625
2424,car,46479,53,139.849609375
2425,truck,46492,27,171.67529296875
2426,car,46517,41,124.014892578125
2427,car,46539,60,140.1612548828125
2428,truck,46551,45,206.33714294433594
2429,motorcycle,46570,57,70.3946533203125
2430,motorcycle,46575,4,66.10333251953125
2431,car,46590,78,130.201171875
2432,car,46623,47,127.749267578125
2433,car,46639,17,135.55267333984375
2434,car,46654,52,168.21800231933594
2435,car,46679,72,135.7032470703125
2436,car,46684,8,102.257080078125
2437,car,46708,52,175.28269958496094
2438,truck,46715,43,408.61614990234375
2439,train,46726,1,569.24853515625
2440,car,46755,47,179.38377380371094
2441,car,46755,66,140.09521484375
2442,car,46796,61,171.98301696777344
2443,car,46801,45,163.30006408691406
2444,truck,46825,12,122.519287109375
2445,motorcycle,46843,4,63.03082275390625
2446,car,46853,45,185.07037353515625
2447,car,46860,54,114.0584716796875
2448,truck,46861,4,88.9945068359375
2449,car,46879,13,134.3450927734375
2450,truck,46884,1,71.14892578125
2451,car,46911,54,142.6968994140625
2452,car,46930,25,150.3033447265625
2453,bus,46947,15,133.814697265625
2454,car,46954,54,158.40472412109375
2455,car,46988,45,179.29608154296875
2456,car,46999,46,146.67486572265625
2457,car,47045,49,181.58839416503906
2458,car,47048,16,120.00347900390625
2459,train,47076,2,363.89044189453125
2460,car,47087,25,162.33226013183594
2461,car,47115,48,165.00587463378906
2462,train,47133,1,442.7726135253906
2463,train,47151,2,223.66798400878906
2464,bus,47164,1,334.6964111328125
2465,car,47180,32,187.90650939941406
2466,car,47193,3,112.110107421875
2467,car,47213,52,163.7537841796875
2468,motorcycle,47221,2,53.322509765625
2469,car,47222,53,152.44866943359375
2470,car,47240,42,195.20196533203125
2471,car,47252,36,116.8021240234375
2472,car,47279,45,147.9560546875
2473,car,47302,45,187.158935546875
2474,car,47305,39,141.77105712890625
2475,car,47320,52,131.3216552734375
2476,car,47341,64,163.50067138671875
2477,train,47374,14,429.7122802734375
2478,car,47411,16,117.4708251953125
2479,car,47414,49,137.654296875
2480,car,47440,32,90.4007568359375
2481,car,47465,52,132.7689208984375
2482,car,47471,61,116.966064453125
2483,truck,47494,32,178.96397399902344
2484,car,47502,54,132.57598876953125
2485,car,47516,5,156.9666748046875
2486,train,47525,15,419.2362365722656
2487,car,47558,53,153.54241943359375
2488,car,47560,25,58.556396484375
2489,train,47567,24,246.76348876953125
2490,car,47569,1,93.42919921875
2491,car,47575,1,87.9190673828125
2492,motorcycle,47579,20,75.6448974609375
2493,car,47582,42,76.894287109375
2494,car,47588,63,133.6983642578125
2495,train,47617,38,404.3667297363281
2496,car,47660,22,111.6485595703125
2497,car,47741,40,159.70220947265625
2498,truck,47742,15,387.76165771484375
2499,car,47783,12,162.45933532714844
2500,car,47786,2,87.2481689453125
2501,car,47798,61,123.926513671875
2502,car,47822,46,155.970458984375
2503,train,47869,27,503.9783630371094
2504,car,47896,2,51.31396484375
2505,car,47906,3,84.489013671875
2506,motorcycle,47922,7,70.4677734375
2507,car,47945,3,91.69534301757812
2508,car,47986,38,148.3028564453125
2509,car,47993,24,120.67950439453125
2510,car,48017,67,155.5157470703125
2511,car,48055,54,145.89892578125
2512,car,48061,39,160.16900634765625
2513,motorcycle,48089,7,61.583740234375
2514,car,48090,8,87.031982421875
2515,truck,48120,5,126.253173828125
2516,car,48120,47,139.38702392578125
2517,car,48162,48,148.79913330078125
2518,train,48177,4,449.0716247558594
2519,train,48180,30,502.468505859375
2520,truck,48199,6,579.5340576171875
2521,truck,48220,32,149.087890625
2522,car,48231,52,188.53431701660156
2523,truck,48252,27,194.78257751464844
2524,car,48319,46,130.56317138671875
2525,car,48332,47,157.97344970703125
2526,train,48342,1,526.4456787109375
2527,train,48363,35,405.8197326660156
2528,car,48367,46,197.36944580078125
2529,truck,48372,2,225.51171875
2530,car,48379,44,147.6187744140625
2531,car,48387,13,133.10882568359375
2532,car,48419,36,134.9774169921875
2533,car,48470,51,137.74334716796875
2534,car,48490,58,115.3345947265625
2535,car,48493,40,177.07025146484375
2536,car,48524,51,134.3577880859375
2537,car,48543,3,117.947265625
2538,truck,48554,1,110.6927490234375
2539,car,48562,57,134.9525146484375
2540,car,48585,58,119.749267578125
2541,truck,48598,58,219.79298400878906
2542,car,48617,42,134.72564697265625
2543,train,48623,24,401.5802307128906
2544,train,48636,17,426.4970703125
2545,car,48654,61,128.53607177734375
2546,bus,48671,16,155.0931396484375
2547,car,48690,52,180.06182861328125
2548,train,48705,15,351.865234375
2549,car,48711,42,117.81201171875
2550,car,48727,48,137.99237060546875
2551,car,48735,33,185.06915283203125
2552,car,48752,6,129.33917236328125
2553,car,48778,33,39.887939453125
2554,car,48791,3,96.89599609375
2555,car,48805,56,179.6435546875
2556,car,48820,56,137.9102783203125
2557,car,48826,70,132.5302734375
2558,car,48851,53,141.168212890625
2559,truck,48905,25,401.71527099609375
2560,train,48921,43,487.7539367675781
2561,car,49006,59,174.66802978515625
2562,car,49026,25,124.12384033203125
2563,bus,49038,54,354.5841064453125
2564,train,49040,27,454.546630859375
2565,car,49078,50,119.3206787109375
2566,car,49090,49,146.0458984375
2567,truck,49132,51,273.2130126953125
2568,car,49153,17,127.069091796875
2569,train,49163,18,398.4322509765625
